id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude,section_prefixe,Anciennete_date_mutation
2025-415736,2025-02-26,1,Vente,60000.0,3.0,,RUE TRUGUET,7010,83000.0,83137,Toulon,83,,6.0,34.5,,,,,,,,,1,2.0,Appartement,30.0,1.0,,5.934895,43.125737,000CK,373
2023-1131205,2023-12-28,1,Vente,160000.0,518.0,,BD BAZEILLES,0710,83000.0,83137,Toulon,83,,140.0,43.38,,,,,,,,,1,2.0,Appartement,43.0,2.0,,5.934776,43.11236,000BY,799
2023-1131292,2023-12-27,1,Vente,115000.0,94.0,,BD REGIS DUSSERRE,6145,83200.0,83137,Toulon,83,,2.0,,,,,,,,,,1,2.0,Appartement,40.0,2.0,,5.899152,43.128254,000DL,800
2023-1131293,2023-12-29,1,Vente,88650.0,91.0,,RUE D ISLY,3735,83200.0,83137,Toulon,83,,12.0,,7.0,31.6,,,,,,,2,2.0,Appartement,35.0,2.0,,5.914571,43.129346,000CX,798
2023-1131389,2023-12-27,1,Vente,127000.0,1968.0,,CHEM VX CHEMIN DE STE MUSSE,6620,83100.0,83137,Toulon,83,,47.0,,,,,,,,,,1,2.0,Appartement,76.0,4.0,,5.979072,43.123486,000AY,800
2023-1131422,2023-12-27,1,Vente,236000.0,949.0,,AV FRANCOIS NARDI,3025,83000.0,83137,Toulon,83,,143.0,,154.0,62.3,,,,,,,2,2.0,Appartement,63.0,4.0,,5.960075,43.116945,000BP,800
2023-1131424,2023-12-29,1,Vente,166000.0,128.0,,AV DE LA REPUBLIQUE,6175,83000.0,83137,Toulon,83,,84.0,55.07,,,,,,,,,1,2.0,Appartement,48.0,2.0,,5.93044,43.120997,000CN,798
2023-1131510,2023-12-27,1,Vente,89000.0,20.0,,RUE BAUDIN,0665,83000.0,83137,Toulon,83,,7.0,24.15,,,,,,,,,1,2.0,Appartement,25.0,1.0,,5.933631,43.122479,000CL,800
2023-1131600,2023-12-28,1,Vente,255000.0,179.0,,RUE DENIS LITARDI,2160,83000.0,83137,Toulon,83,,23.0,,34.0,54.62,,,,,,,2,2.0,Appartement,57.0,3.0,,5.933899,43.108613,000BX,799
2023-1131606,2023-12-27,1,Vente,98000.0,246.0,,AV DOCTEUR FONTAN,2270,83200.0,83137,Toulon,83,,13.0,55.05,,,,,,,,,1,2.0,Appartement,55.0,3.0,,5.918963,43.132226,000CY,800
2023-1131627,2023-12-28,1,Vente,380000.0,384.0,,AV DE CLARET,1590,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,64.0,4.0,220.0,5.92468,43.132227,000AN,799
2023-1131627,2023-12-28,1,Vente,380000.0,384.0,,AV DE CLARET,1590,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,64.0,4.0,220.0,5.92468,43.132227,000AN,799
2023-1131627,2023-12-28,1,Vente,380000.0,384.0,,AV DE CLARET,1590,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,64.0,4.0,220.0,5.92468,43.132227,000AN,799
2023-1131765,2023-12-27,1,Vente,363000.0,196.0,,BD DOCTEUR BOURGAREL,2230,83000.0,83137,Toulon,83,,75.0,50.84,,,,,,,,,1,2.0,Appartement,49.0,3.0,,5.979652,43.111325,000BK,800
2023-1131793,2023-12-29,1,Vente,300000.0,178.0,,RUE AMBROISE PARE,0175,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,371.0,5.970197,43.131217,000AT,798
2023-1131800,2023-12-28,1,Vente,85000.0,33.0,,RUE SAINTE CHRISTINE,6570,83000.0,83137,Toulon,83,,7.0,,9.0,,,,,,,,2,2.0,Appartement,25.0,1.0,,5.940245,43.111202,000BV,799
2023-1131804,2023-12-29,1,Vente,185000.0,232.0,,RUE PILOTE PIERRE REBOUL,5815,83000.0,83137,Toulon,83,,11.0,,27.0,,,,,,,,2,2.0,Appartement,69.0,4.0,,5.944534,43.11271,000BT,798
2023-1131805,2023-12-28,1,Vente,212000.0,75.0,,AV DE LOCARNO,4560,83100.0,83137,Toulon,83,,1.0,77.54,2.0,,4.0,,5.0,,6.0,,5,2.0,Appartement,70.0,2.0,,5.949432,43.121545,000CE,799
2023-1131806,2023-12-29,1,Vente,104000.0,2.0,,RUE DOCTEUR REYNAUD,2345,83200.0,83137,Toulon,83,,2.0,53.1,,,,,,,,,1,2.0,Appartement,52.0,2.0,,5.910825,43.128816,000CX,798
2023-1131813,2023-12-28,1,Vente,87000.0,430.0,,AV GENERAL GOURAUD,3270,83200.0,83137,Toulon,83,,1.0,,4.0,,,,,,,,2,2.0,Appartement,43.0,2.0,,5.915841,43.136403,000DH,799
2023-1131816,2023-12-28,1,Vente,135000.0,6.0,,RUE PEIRESC,5680,83000.0,83137,Toulon,83,,4.0,,,,,,,,,,1,2.0,Appartement,60.0,3.0,,5.927738,43.127087,000CO,799
2023-1131818,2023-12-28,1,Vente,106000.0,71.0,,CHE DE LA CHAPELLE NOTRE DAME,1410,83200.0,83137,Toulon,83,,3.0,31.2,,,,,,,,,1,2.0,Appartement,30.0,2.0,,5.901659,43.148132,000EH,799
2023-1131820,2023-12-28,1,Vente,410080.0,1290.0,J,COR EMILE FABRE,X019,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,95.0,5.920182,43.142224,000EW,799
2023-1131830,2023-12-28,1,Vente,58000.0,474.0,,BD MARECHAL JOFFRE,4830,83100.0,83137,Toulon,83,,3.0,46.83,,,,,,,,,1,2.0,Appartement,39.0,3.0,,5.953961,43.123789,000CE,799
2023-1131834,2023-12-29,1,Vente,256000.0,1.0,,RUE PAULIN GUERIN,5645,83000.0,83137,Toulon,83,,11.0,,,,,,,,,,1,2.0,Appartement,78.0,5.0,,5.927793,43.126754,000CO,798
2023-1131835,2023-12-27,1,Vente,150000.0,1.0,,BD EDGAR AMIGAS,2470,83000.0,83137,Toulon,83,,1.0,84.35,2.0,,,,,,,,2,2.0,Appartement,67.0,3.0,,5.942937,43.1221,000CI,800
2023-1131846,2023-12-28,1,Vente,202000.0,514.0,,BD JULES MICHELET,4100,83000.0,83137,Toulon,83,,19.0,52.5,5.0,,,,,,,,2,2.0,Appartement,50.0,3.0,,5.945638,43.112397,000BT,799
2024-1008979,2024-01-08,1,Vente,397000.0,32.0,,RUE SUFFREN,6855,83000.0,83137,Toulon,83,,20.0,75.8,5.0,,,,,,,,2,2.0,Appartement,78.0,4.0,,5.938133,43.107377,000BV,788
2024-1008983,2024-01-05,1,Vente,266500.0,26.0,,PL GAMBETTA,3155,83000.0,83137,Toulon,83,,59.0,80.78,,,,,,,,,1,2.0,Appartement,80.0,3.0,,5.931017,43.121233,000CN,791
2024-1008984,2024-01-08,1,Vente,258000.0,239.0,,CHE DE LA CARRAIRE,1215,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,66.0,3.0,1000.0,5.935942,43.16231,000ET,788
2024-1008986,2024-01-04,1,Vente,190000.0,1547.0,,AV JOSEPH LOUIS ORTOLAN,4035,83100.0,83137,Toulon,83,,450.0,,497.0,65.13,,,,,,,2,2.0,Appartement,60.0,3.0,,5.963667,43.133989,000AH,792
2024-1008988,2024-01-08,1,Vente,317570.0,6.0,,AV DES VIGNETTES,7235,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,48.0,3.0,88.0,5.941801,43.109213,000BV,788
2024-1008996,2024-01-04,1,Vente,289000.0,280.0,,AV DU MARECHAL FOCH,4820,83000.0,83137,Toulon,83,,207.0,105.04,,,,,,,,,1,2.0,Appartement,110.0,4.0,,5.922016,43.12726,000CP,792
2024-1009003,2024-01-08,1,Vente,117000.0,90.0,E,IMP BRUNO,1090,83100.0,83137,Toulon,83,,117.0,55.4,130.0,,,,,,,,2,2.0,Appartement,54.0,3.0,,5.963362,43.126905,000BE,788
2024-1009004,2024-01-04,1,Vente,32000.0,13.0,S,CHE DE PLAISANCE,5845,83200.0,83137,Toulon,83,,17.0,,5.0,,,,,,,,2,2.0,Appartement,24.0,1.0,,5.919892,43.129909,000CY,792
2024-1009005,2024-01-04,1,Vente,195000.0,286.0,,RUE JEAN PHILIPPE RAMEAU,3943,83000.0,83137,Toulon,83,,158.0,97.86,32.0,,,,,,,,2,2.0,Appartement,98.0,5.0,,5.942128,43.117324,000BZ,792
2024-1009006,2024-01-05,1,Vente,95000.0,14.0,,RUE POMME DE PIN,5875,83000.0,83137,Toulon,83,,11.0,51.02,16.0,,17.0,,,,,,3,2.0,Appartement,64.0,3.0,,5.93526,43.120958,000CM,791
2024-1009008,2024-01-08,1,Vente,87400.0,26.0,,RUE MIRABEAU,5170,83000.0,83137,Toulon,83,,33.0,46.41,34.0,,35.0,,,,,,3,2.0,Appartement,37.0,2.0,,5.930279,43.1275,000CO,788
2024-1009009,2024-01-09,1,Vente,163500.0,90.0,D,IMP BRUNO,1090,83100.0,83137,Toulon,83,,152.0,,160.0,,,,,,,,2,2.0,Appartement,66.0,4.0,,5.963362,43.126905,000BE,787
2024-1009012,2024-01-08,1,Vente,122000.0,178.0,,BD DE PARIS,5565,83200.0,83137,Toulon,83,,26.0,,39.0,,,,,,,,2,2.0,Appartement,80.0,4.0,,5.910574,43.130624,000CX,788
2024-1009016,2024-01-10,1,Vente,192100.0,42.0,,RUE PICOT,5750,83000.0,83137,Toulon,83,,9.0,87.06,,,,,,,,,1,2.0,Appartement,78.0,3.0,,5.935452,43.125121,000CK,786
2024-1009019,2024-01-05,1,Vente,70000.0,94.0,,BD REGIS DUSSERRE,6145,83200.0,83137,Toulon,83,,4.0,39.65,,,,,,,,,1,2.0,Appartement,40.0,2.0,,5.899152,43.128254,000DL,791
2024-1009020,2024-01-04,1,Vente,35000.0,460.0,,AV COLONEL PICOT,1755,83100.0,83137,Toulon,83,,5.0,23.6,,,,,,,,,1,2.0,Appartement,23.0,1.0,,5.962112,43.127004,000BE,792
2024-1009021,2024-01-04,1,Vente,190000.0,48.0,,RUE D ESPAGNE,2665,83200.0,83137,Toulon,83,,5.0,,,,,,,,,,1,2.0,Appartement,100.0,4.0,,5.910857,43.129337,000CX,792
2024-1009022,2024-01-08,1,Vente,278000.0,11.0,,RUE KLEBER,4185,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,65.0,3.0,210.0,5.950416,43.127816,000AR,788
2024-1009023,2024-01-05,1,Vente,75000.0,94.0,,BD REGIS DUSSERRE,6145,83200.0,83137,Toulon,83,,3.0,29.6,,,,,,,,,1,2.0,Appartement,40.0,2.0,,5.899152,43.128254,000DL,791
2024-1009038,2024-01-08,1,Vente,647500.0,1695.0,,AV DE LA RESISTANCE,6180,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,72.0,3.0,693.0,5.963759,43.113929,000BN,788
2024-1009038,2024-01-08,1,Vente,647500.0,1695.0,,AV DE LA RESISTANCE,6180,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,72.0,3.0,693.0,5.963759,43.113929,000BN,788
2024-1009040,2024-01-11,1,Vente,188000.0,90.0,,ALL DES ACANTHES,0038,83200.0,83137,Toulon,83,,16.0,39.2,,,,,,,,,1,2.0,Appartement,39.0,2.0,,5.908441,43.144745,000DV,785
2024-1009042,2024-01-08,1,Vente,222000.0,1.0,,PL GUSTAVE LAMBERT,3520,83000.0,83137,Toulon,83,,5.0,72.15,,,,,,,,,1,2.0,Appartement,68.0,3.0,,5.93204,43.12152,000CN,788
2024-1009048,2024-01-12,1,Vente,185000.0,8.0,,RUE CASTEL,1260,83000.0,83137,Toulon,83,,16.0,48.72,6.0,,,,,,,,2,2.0,Appartement,46.0,2.0,,5.938655,43.111394,000BV,784
2024-1009051,2024-01-15,1,Vente,55000.0,3.0,,RUE ETIENNE DAUPHIN,2695,83000.0,83137,Toulon,83,,6.0,51.53,7.0,,,,,,,,2,2.0,Appartement,52.0,3.0,,5.931301,43.124352,000CO,781
2024-1009059,2024-01-09,1,Vente,114300.0,117.0,,AV LAZARE CARNOT,4375,83000.0,83137,Toulon,83,,105.0,37.83,136.0,,,,,,,,2,2.0,Appartement,35.0,1.0,,5.924734,43.127405,000CP,787
2024-1009060,2024-01-12,1,Vente,154250.0,9010.0,,BD DE PARIS,5565,83200.0,83137,Toulon,83,,100.0,67.41,26.0,,,,,,,,2,2.0,Appartement,67.0,3.0,,5.908725,43.130429,000CW,784
2024-1009061,2024-01-10,1,Vente,102400.0,209.0,,RUE SUZANNE,6865,83000.0,83137,Toulon,83,,3.0,,4.0,,9.0,36.43,,,,,3,2.0,Appartement,36.0,2.0,,5.923248,43.13607,000CZ,786
2024-1009067,2024-01-08,1,Vente,162000.0,481.0,,AV DES MOULINS,5335,83200.0,83137,Toulon,83,,2.0,62.97,,,,,,,,,1,2.0,Appartement,29.0,2.0,,5.913095,43.141522,000DH,788
2024-1009068,2024-01-04,1,Vente,80000.0,139.0,,RUE AUGUSTIN THIERRY,0530,83000.0,83137,Toulon,83,,4.0,39.18,7.0,,,,,,,,2,2.0,Appartement,40.0,2.0,,5.949995,43.118895,000BR,792
2024-1009100,2024-01-09,1,Vente,174000.0,470.0,,BD BAZEILLES,0710,83000.0,83137,Toulon,83,,227.0,,245.0,,,,,,,,2,2.0,Appartement,59.0,3.0,,5.934776,43.11236,000BY,787
2024-1009109,2024-01-12,1,Vente,615000.0,9001.0,,CHE FLORIAN,2885,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,70.0,3.0,650.0,5.954112,43.116481,000BP,784
2024-1009109,2024-01-12,1,Vente,615000.0,9001.0,,CHE FLORIAN,2885,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,50.0,2.0,650.0,5.954112,43.116481,000BP,784
2024-1009111,2024-01-05,1,Vente,150000.0,28.0,,AV DU LAS,4325,83200.0,83137,Toulon,83,,166.0,88.64,,,,,,,,,1,2.0,Appartement,80.0,5.0,,5.916868,43.127669,000CY,791
2024-1009115,2024-01-18,1,Vente,130000.0,9.0,,ALL DU 8 MAI 1945,3692,83000.0,83137,Toulon,83,,59.0,,92.0,,,,,,,,2,2.0,Appartement,53.0,3.0,,5.937337,43.114377,000BY,778
2024-1009116,2024-01-08,1,Vente,137850.0,658.0,,RUE DU DOCTEUR BARROIS,2220,83000.0,83137,Toulon,83,,108.0,,126.0,41.4,,,,,,,2,2.0,Appartement,40.0,2.0,,5.951661,43.131661,000AK,788
2024-1009132,2024-01-09,1,Vente,305000.0,655.0,,BD DU FARON,2770,83200.0,83137,Toulon,83,,14.0,73.0,64.0,,,,,,,,2,2.0,Appartement,72.0,3.0,,5.924199,43.136083,000AN,787
2024-1009146,2024-01-19,1,Vente,95000.0,45.0,,AV DE LA RESISTANCE,6180,83000.0,83137,Toulon,83,,55.0,67.98,,,,,,,,,1,2.0,Appartement,66.0,4.0,,5.946546,43.117813,000BR,777
2024-1009148,2024-01-18,1,Vente,2400.0,12.0,,RUE DES BOUCHERIES,1008,83000.0,83137,Toulon,83,,18.0,,,,,,,,,,1,2.0,Appartement,60.0,2.0,,5.933539,43.121856,000CL,778
2024-1009149,2024-01-11,1,Vente,70000.0,85.0,,RUE DES ORMEAUX,5505,83100.0,83137,Toulon,83,,12.0,59.36,3.0,,,,,,,,2,2.0,Appartement,58.0,3.0,,5.975227,43.131546,000AW,785
2024-1009160,2024-01-05,1,Vente,120000.0,898.0,,BD DU FARON,2770,83200.0,83137,Toulon,83,,1.0,,4.0,,6.0,,7.0,,,,4,2.0,Appartement,70.0,4.0,,5.921705,43.136409,000DE,791
2024-1009166,2024-01-09,1,Vente,577400.0,269.0,,BD JULES MICHELET,4100,83000.0,83137,Toulon,83,,13.0,,4.0,,5.0,,,,,,3,2.0,Appartement,113.0,6.0,,,,000BR,787
2024-1009168,2024-01-12,1,Vente,59000.0,16.0,,RUE MICHEL DE BOURGES,5140,83200.0,83137,Toulon,83,,2.0,30.0,,,,,,,,,1,2.0,Appartement,34.0,2.0,,5.91697,43.128825,000CY,784
2024-1009179,2024-01-17,1,Vente,243000.0,9100.0,,AV CHARLES GANTELME,1455,83200.0,83137,Toulon,83,,29.0,83.87,,,,,,,,,1,2.0,Appartement,84.0,4.0,,5.894625,43.138466,000DS,779
2024-1009190,2024-01-09,1,Vente,81000.0,80.0,,RUE SAINT LAURENT,6500,83200.0,83137,Toulon,83,,5.0,38.02,,,,,,,,,1,2.0,Appartement,38.0,2.0,,5.916828,43.129059,000CY,787
2024-1009191,2024-01-22,1,Vente,200000.0,260.0,D,CHE DE PLAISANCE,5845,83200.0,83137,Toulon,83,,12.0,41.65,,,,,,,,,1,2.0,Appartement,41.0,2.0,,5.917938,43.131775,000CY,774
2024-1009191,2024-01-22,1,Vente,200000.0,260.0,D,CHE DE PLAISANCE,5845,83200.0,83137,Toulon,83,,8.0,40.95,,,,,,,,,1,2.0,Appartement,41.0,2.0,,5.917938,43.131775,000CY,774
2024-1009191,2024-01-22,1,Vente,200000.0,260.0,D,CHE DE PLAISANCE,5845,83200.0,83137,Toulon,83,,2.0,20.9,,,,,,,,,1,2.0,Appartement,21.0,1.0,,5.917938,43.131775,000CY,774
2024-1009194,2024-01-11,1,Vente,480000.0,207.0,,RUE DE SAINT QUENTIN,6525,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,88.0,4.0,345.0,5.973072,43.13389,000AV,785
2024-1009198,2024-01-12,1,Vente,353140.0,41.0,,CHE BEAU SITE VALBERTRAND,0749,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,78.0,4.0,252.0,5.89108,43.136864,000DR,784
2024-1009199,2024-01-16,1,Vente,100000.0,540.0,,AV DU 15E CORPS,6075,83200.0,83137,Toulon,83,,6.0,79.71,,,,,,,,,1,2.0,Appartement,79.0,4.0,,5.911148,43.128719,000CX,780
2024-1009202,2024-01-18,1,Vente,231550.0,244.0,,RUE MUIRON,5340,83000.0,83137,Toulon,83,,29.0,56.58,39.0,,,,,,,,2,2.0,Appartement,58.0,3.0,,5.941568,43.111007,000BV,778
2024-1009214,2024-01-04,1,Vente,140000.0,12.0,,RUE MIRABEAU,5170,83000.0,83137,Toulon,83,,21.0,,24.0,,25.0,,9.0,,,,4,2.0,Appartement,46.0,2.0,,5.928441,43.127883,000CO,792
2024-1009217,2024-01-10,1,Vente,135000.0,107.0,,PL MARIE CURIE,4878,83000.0,83137,Toulon,83,,126.0,,146.0,53.01,,,,,,,2,2.0,Appartement,56.0,3.0,,5.94689,43.127688,000AR,786
2024-1009225,2024-01-18,1,Vente,355270.0,1459.0,,AV DE LA RESISTANCE,6180,83000.0,83137,Toulon,83,,126.0,,143.0,73.3,,,,,,,2,2.0,Appartement,73.0,3.0,,5.9613,43.114303,000BN,778
2024-1009228,2024-01-18,1,Vente,115000.0,53.0,,RUE DU ROI RENE,6295,83000.0,83137,Toulon,83,,416.0,,451.0,63.57,,,,,,,2,2.0,Appartement,62.0,2.0,,5.920845,43.12831,000CY,778
2024-1009235,2024-01-05,1,Vente,250000.0,90.0,,RUE DES BONNETTES,0970,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,70.0,4.0,455.0,5.922488,43.158137,000ES,791
2024-1009258,2024-01-11,1,Vente,354000.0,30.0,,IMP DU CAP,1193,83000.0,83137,Toulon,83,,23.0,,,,,,,,,,1,2.0,Appartement,85.0,3.0,,5.975365,43.114047,000BK,785
2024-1009260,2024-01-18,1,Vente,75000.0,16.0,,RUE BEAUSSIER,0760,83000.0,83137,Toulon,83,,8.0,18.46,,,,,,,,,1,2.0,Appartement,21.0,1.0,,5.937285,43.108142,000BV,778
2024-1009268,2024-01-08,1,Vente,260000.0,2.0,,AV COLBERT,1675,83000.0,83137,Toulon,83,,270.0,,97.0,,,,,,,,2,2.0,Appartement,71.0,3.0,,5.933625,43.12601,000CK,788
2024-1009273,2024-01-03,1,Vente,121000.0,500.0,,BD MARECHAL JOFFRE,4830,83100.0,83137,Toulon,83,,5.0,,,,,,,,,,1,2.0,Appartement,67.0,3.0,,5.954219,43.123909,000CE,793
2024-1009277,2024-01-19,1,Vente,106000.0,209.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,18.0,58.23,,,,,,,,,1,2.0,Appartement,54.0,3.0,,5.91058,43.128149,000CX,777
2024-1009283,2024-01-12,1,Vente,112000.0,108.0,,CHE DE LA CHARTREUSE,1490,83000.0,83137,Toulon,83,,555.0,,599.0,34.15,,,,,,,2,2.0,Appartement,30.0,1.0,,5.957979,43.117845,000BP,784
2024-1009286,2024-01-19,1,Vente,127000.0,90.0,,RUE AMIRAL NOMY,0248,83000.0,83137,Toulon,83,,51.0,41.85,,,,,,,,,1,2.0,Appartement,41.0,2.0,,5.946903,43.118781,000BR,777
2024-1009287,2024-01-18,1,Vente,137000.0,737.0,E,CHE DE FORGENTIER,2900,83200.0,83137,Toulon,83,,1049.0,,1060.0,69.6,,,,,,,2,2.0,Appartement,68.0,4.0,,5.896769,43.135986,000DS,778
2024-1009289,2024-01-18,1,Vente,305000.0,552.0,,RUE DES OLIVIERS,5448,83200.0,83137,Toulon,83,,13.0,,16.0,102.55,,,,,,,2,2.0,Appartement,88.0,4.0,,5.926506,43.159148,000ES,778
2024-1009299,2024-01-05,1,Vente,113000.0,175.0,,RUE MARC ET YVONNE BARON,4785,83000.0,83137,Toulon,83,,64.0,42.0,,,,,,,,,1,2.0,Appartement,49.0,2.0,,5.935894,43.1157,000BY,791
2024-1009318,2024-01-08,1,Vente,480335.0,74.0,,IMP DE LA SARIETTE,6677,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,94.0,4.0,346.0,5.976368,43.13688,000AD,788
2024-1009326,2024-01-15,1,Vente,81500.0,105.0,,AV MARCEL CASTIE,4795,83000.0,83137,Toulon,83,,13.0,58.06,,,,,,,,,1,2.0,Appartement,57.0,2.0,,5.940456,43.123356,000CI,781
2024-1009330,2024-01-18,1,Vente,137000.0,2.0,,RUE DU COMISSAIRE MORANDIN,1829,83000.0,83137,Toulon,83,,39.0,48.89,,,,,,,,,1,2.0,Appartement,50.0,2.0,,5.927885,43.12553,000CP,778
2024-1009332,2024-01-18,1,Vente,79000.0,65.0,,CRS LAFAYETTE,4230,83000.0,83137,Toulon,83,,20.0,18.17,,,,,,,,,1,2.0,Appartement,22.0,1.0,,5.93464,43.121933,000CL,778
2024-1009338,2024-01-16,1,Vente,105000.0,157.0,,RUE MARC ET YVONNE BARON,4785,83000.0,83137,Toulon,83,,61.0,41.49,,,,,,,,,1,2.0,Appartement,49.0,2.0,,5.935894,43.1157,000BY,780
2024-1009347,2024-01-24,1,Vente,131500.0,67.0,,RUE ESPANET,2670,83200.0,83137,Toulon,83,,5.0,59.26,,,,,,,,,1,2.0,Appartement,60.0,3.0,,5.913652,43.129198,000CX,772
2024-1009350,2024-01-15,1,Vente,56300.0,3.0,,RUE HONORE,3657,83100.0,83137,Toulon,83,,2.0,20.31,,,,,,,,,1,2.0,Appartement,17.0,1.0,,5.954469,43.124576,000CH,781
2024-1009353,2024-01-15,1,Vente,125000.0,45.0,,AV DOCTEUR FONTAN,2270,83200.0,83137,Toulon,83,,13.0,58.32,,,,,,,,,1,2.0,Appartement,56.0,3.0,,5.919697,43.130491,000CY,781
2024-1009355,2024-01-22,1,Vente,150000.0,75.0,,AV DUSSAP,2450,83000.0,83137,Toulon,83,,20.0,55.35,,,,,,,,,1,2.0,Appartement,57.0,3.0,,5.945129,43.121603,000CD,774
2024-1009359,2024-01-18,1,Vente,29000.0,21.0,,RUE MARQUETAS,4935,83000.0,83137,Toulon,83,,70.0,11.04,,,,,,,,,1,2.0,Appartement,11.0,1.0,,5.937094,43.117958,000BZ,778
2024-1009361,2024-01-18,1,Vente,104000.0,103.0,,RUE LAMARTINE,4270,83000.0,83137,Toulon,83,,115.0,57.09,42.0,,,,,,,,2,2.0,Appartement,57.0,3.0,,5.943986,43.122953,000CI,778
2024-1009363,2024-01-12,1,Vente,129500.0,22.0,,CHE DU PONT DE BOIS,5895,83200.0,83137,Toulon,83,,37.0,62.32,71.0,,,,,,,,2,2.0,Appartement,62.0,4.0,,5.906858,43.130615,000CW,784
2024-1009367,2024-01-05,1,Vente,108000.0,30.0,,RUE SUFFREN,6855,83000.0,83137,Toulon,83,,3.0,,8.0,,,,,,,,2,2.0,Appartement,23.0,1.0,,5.938215,43.107575,000BV,791
2024-1009370,2024-01-22,1,Vente,112000.0,9001.0,,IMP REGIMBAUD,6135,83100.0,83137,Toulon,83,,35.0,,9.0,58.68,,,,,,,2,2.0,Appartement,60.0,4.0,,5.952176,43.125666,000CH,774
2024-1009377,2024-01-23,1,Vente,15000.0,4.0,,IMP PHILIP,5730,83100.0,83137,Toulon,83,,19.0,,20.0,,,,,,,,2,2.0,Appartement,84.0,3.0,,5.96391,43.125358,000BE,773
2024-1009382,2024-01-23,1,Vente,57000.0,3.0,,AV LOUIS MICHEL VAN LOO,4657,83100.0,83137,Toulon,83,,8.0,24.15,,,,,,,,,1,2.0,Appartement,21.0,1.0,,5.954587,43.12904,000AS,773
2024-1009386,2024-01-25,1,Vente,180000.0,693.0,,ALT 100,A372,83000.0,83137,Toulon,83,,104.0,60.6,132.0,,,,,,,,2,2.0,Appartement,63.0,3.0,,5.946829,43.132423,000AK,771
2024-1009390,2024-01-17,1,Vente,65000.0,44.0,,RUE VICTOR CLAPPIER,7145,83000.0,83137,Toulon,83,,15.0,30.85,,,,,,,,,1,2.0,Appartement,33.0,1.0,,5.934421,43.125784,000CK,779
2024-1009396,2024-01-23,1,Vente,237000.0,120.0,,CHE DES ANTILLES,0330,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,64.0,2.0,209.0,5.888996,43.12735,000DM,773
2024-1009405,2024-01-24,1,Vente,150000.0,131.0,,BD DES ACACIAS,0035,83100.0,83137,Toulon,83,,100.0,38.99,,,,,,,,,1,2.0,Appartement,39.0,2.0,,5.95218,43.1253,000CH,772
2024-1009408,2024-01-22,1,Vente,115000.0,105.0,,ALL DU DOCTEUR LAURES,2307,83000.0,83137,Toulon,83,,396.0,,418.0,,,,,,,,2,2.0,Appartement,68.0,4.0,,5.937268,43.113633,000BY,774
2024-1009410,2024-01-15,1,Vente,389000.0,29.0,,BD EUGENE PELLETAN,2725,83000.0,83137,Toulon,83,,2.0,80.21,,,,,,,,,1,2.0,Appartement,80.0,4.0,,5.935805,43.110803,000BX,781
2024-1009412,2024-01-19,1,Vente,389000.0,254.0,,AV DE LA PIVOTTE,5838,83100.0,83137,Toulon,83,,1.0,60.0,,,,,,,,,1,2.0,Appartement,75.0,4.0,,5.970855,43.132466,000AV,777
2024-1009415,2024-01-08,1,Vente,239500.0,57.0,,AV EDOUARD LE BELLEGOU,2518,83000.0,83137,Toulon,83,,62.0,64.55,,,,,,,,,1,2.0,Appartement,62.0,2.0,,5.940248,43.119164,000BZ,788
2024-1009419,2024-01-08,1,Vente,195000.0,84.0,,RUE D ALEP,0100,83200.0,83137,Toulon,83,,17.0,62.25,7.0,,,,,,,,2,2.0,Appartement,60.0,4.0,,5.898175,43.142156,000DT,788
2024-1009427,2024-01-11,1,Vente,226000.0,31.0,,BD INGENIEUR BONNIER,3715,83200.0,83137,Toulon,83,,17.0,86.4,224.0,,,,,,,,2,2.0,Appartement,86.0,4.0,,5.90973,43.141503,000DI,785
